WhN,Material,MTyp,Material Description,SP,SR,SecIn,BSI,LE quantity,BUn,SUT,LE quantity,BUn,SUT,LE quantity,BUn,SUT,Text,Net Weight,WUn
701,9001590401,HALB,MG23 GV640A MA532 Evolution Fascia Black,100,100,1,,30,PC,P04,0,PC,,0,PC,,No,0,
703,8001213472,ROH,Lit Pack,,,,,,,,,,,,,,,,
703,8001213474,ROH,LIT PACK,,,,,,,,,,,,,,,,
703,HBL8754UC,YSAP,800 Series,,,,,,,,,,,,,,,,
701,9001590406,HALB,MG23 GV640A MO642 Evolution Facia Silver,100,100,1,,30,PC,P04,0,PC,,0,PC,,No,0,
701,9001595974,HALB,MG23 GV642A MW642 VI Fascia THD,100,100,1,,30,PC,P04,0,PC,,0,PC,,No,0,
703,8001217163,ROH,Base Pad Assembly,,,,,0,PC,,0,PC,,0,PC,,No,0,WUn
703,8001217165,ROH,Top Wood Frame w/ Corner Protectors,,,,,0,PC,,0,PC,,0,PC,,No,0,
703,8001175912,ROH,GRATE PACK ASSY,,,,,,,,,,,,,,,,
703,9001271081,ROH,STD.SET THERMOC.S.II.NEW COAX. L=380MM,50,51,440,,6.24,PC,P04,624,PC,P04,624,PC,P04,No,7,
701,9001584369,ROH,Fleece OD BU Vapor Barrier 640A,F01,***,1,,110,PC,P04,110,PC,P04,110,PC,P04,No,0,
701,9001600042,HALB,FG17.15 Add. Electr. SMM_Basic_SMM_M2_FP,,,,,1,PC,P04,0,PC,C44,100,PC,,No,0,
701,9001601045,HALB,MG23 SHP65CD6N - E20799,100,100,1,,30,PC,P04,0,PC,,0,PC,,No,0,
701,9001603953,ROH,Energy Guide: 640A.US 300 2020,53,***,SP2,,1.2,PC,C42,1.2,PC,C42,1.2,PC,C42,No,0,
703,8001213536,ROH,SWITCH HARNESS DOUBLE CIRCUIT W/O WIRING,42,51,111,1,5,PC,P04,50,PC,P04,100,PC,P04,No,0,
703,8001203152,ROH,FOIL,,,,,,,,,,,,,,,,
703,8001162726,ROH,SPARK PLUG NUT WOK SABAF DCC HE,42,51,440,1,150,PC,P04,1.5,PC,P04,1.5,PC,P04,No,1,
703,8001206938,ROH,LIT PACK,,,,,,,,,,,,,,,,
701,9001601937,HALB,MG23 SHSM53B52N- E20829,100,100,1,,30,PC,P04,0,PC,,0,PC,,No,0,
701,9001601938,HALB,MG23 SHSM53B55N- E20831,100,100,1,,30,PC,P04,0,PC,,0,PC,,No,0,
703,8001217153,ROH,BO_II,,,,,,,,,,,,,,,,
703,8001217154,ROH,BO_II,,,,,,,,,,,,,,,,
703,8001177100,ROH,Spreader Wok 5kW Sab HE black Gaggenau,42,51,440,1,480,G,P04,48,G,P04,24,G,P04,No,204,
703,8001216727,ROH,WIRING DIAGRAM LABEL 5G+IGNITION,50,51,440,,15,PC,P04,1,PC,P04,1,PC,P04,No,5,
703,8001157209,HALB,Maintop w/o packaging_Ind_4Brnr_RingT,42,***,441,1,10,PC,P04,10,PC,P04,10,PC,P04,No,0,
701,9001559402,ROH,Power Cord with Junction Box Acc Label,50,***,222,,75,PC,P14,0,PC,,0,PC,,No,1,
701,9001593534,HALB,MG23 MV542 VI Fascia Silver,100,100,1,,30,PC,P04,0,PC,,0,PC,,No,0,
701,9001594629,HALB,MG23 GV640A MV542Int/Pocket Facia Silver,100,100,1,,30,PC,P04,0,PC,,0,PC,,No,0,
703,8001205313,ROH,LIT PK_BO BIO_800 COMBO_HC,50,***,440,,288,PC,P04,24,PC,P04,24,PC,P04,No,0,
703,8001204634,ROH,LIT PACK,,,,,,,,,,,,,,,,
703,8001216785,ROH,WIRING DIAGRAM LABEL 5G ENAMELED+ELECTRO,50,51,440,,3,PC,P04,1,PC,P04,1,PC,P04,No,5,
703,8001216794,ROH,WIRING DIAGRAM LABEL GG 5G+ELECTRONIC,50,***,440,,1,PC,P04,1,PC,P04,1,PC,P04,No,5,G
703,8001216828,HALB,BO_KIT,,,,,,,,,,,,,,,,
701,9001593124,HALB,DC_IABO_V7_BO_UC___6xx,42,SMK,222,,1.536,PC,P04,96,PC,P04,96,PC,P04,No,0,
701,9001561247,ROH,GV650A.US MTR EPS Pad,50,***,111,,4.954,PC,P04,0,PC,,0,PC,,No,0,
703,8001204675,ROH,LIT PACK,,,,,,,,,,,,,,,,
703,8001204677,ROH,LIT PACK,,,,,,,,,,,,,,,,
701,9001811133,HALB,GV650 Integra 800 Carrier Assembly,64,***,B10,5,240,PC,P14,0,PC,,0,PC,,No,0,
701,9001575712,ROH,Wireharness 650A.US IH,,,,,,,,,,,,,,,,
701,9001594631,HALB,MG23 GV640A MV542 Int/Pocket Fascia Bl,100,100,1,,30,PC,P04,0,PC,,0,PC,,No,0,
701,9001594635,HALB,MG23 GV640A MV542 Integra Fascia Silver,100,100,1,,30,PC,P04,0,PC,,0,PC,,No,0,
701,9001594636,HALB,MG23 GV642A MW642 Fascia THD,100,100,1,,30,PC,P04,0,PC,,0,PC,,No,0,
703,8001203163,ROH,FOIL,,,,,,,,,,,,,,,,
701,9001600212,ROH,90 Deg Supply Elbow,,,,,,,,,,,,,,,,
703,8001216800,ROH,WIRING DIAGRAM LABEL 4G+SWITCH HARNESS,50,***,440,,3,PC,P04,1,PC,P04,1,PC,P04,No,5,
703,8001186265,ROH,STEP VALVE MOUNT NCG3000,42,51,440,1,312,PC,P04,26,PC,P04,26,PC,P04,No,170,
703,8001157231,HALB,Maintop with packaging_Ind_Flex_RingT,,,,,0,PC,,0,PC,,0,PC,,No,15,
701,9001570053,HALB,Sump with centering piece CLS,50,***,1,,160,PC,P02,160,PC,P02,160,PC,P02,No,0,
701,9001504577,ROH,Power Cord with Junction Box Acc Label,53,***,SP2,,24,PC,C42,0,PC,C42,6,PC,,No,0,
701,9001589114,ROH,Roller Retainer TR BB 640A,42,***,111,1,7.2,PC,P04,0,PC,,0,PC,,No,0,
703,3413490186,ROH,SELF DRILLING SCREW M-3,,,,,,,,,,,,,,,,
703,8001062445,ROH,HARNESS,,,,,,,,,,,,,,,,
703,8001137506,ROH,CONTROL MODULE,,,,,,,,,,,,,,,,
703,8001204874,ROH,STICKER,,,,,,,,,,,,,,,,
703,8001204883,ROH,STICKER,,,,,,,,,,,,,,,,
703,8001204885,ROH,STICKER,,,,,,,,,,,,,,,,
703,8001201606,ROH,CROSSBAR RIGHT-LEFT - 30´´ and 36´´,50,***,440,,0,PC,,0,PC,,0,PC,,No,125,
701,9001602150,HALB,Wheel LR Complete Service Long 640US,50,***,1,,500,PC,P14,0,PC,,0,PC,,No,0,
701,9001600210,ROH,Supply Hose,,,,,,,,,,,,,,,,
701,9001579561,ROH,POU: Home Connect TH TW,50,***,222,,60,PC,P14,0,PC,,0,PC,,No,0,
701,9001579562,ROH,POU: Home Connect TH MW,50,***,222,,60,PC,P14,0,PC,,0,PC,,No,0,
703,9000412000,ROH,SCREW TX20 DIN7985 M4X18,42,51,440,1,9,PC,P04,9,PC,P04,9,PC,P04,No,2,
703,9000170494,ROH,SCREW FLAT HEAD AM5X10 ZN,50,***,440,,0,PC,,0,PC,,0,PC,,No,2,
701,9001577099,ROH,Deflection Clip 64x Zeo V1,50,***,441,1,3.6,PC,P14,0,PC,,0,PC,,No,0,
703,8001199030,ROH,UPRIGHT,,,,,,,,,,,,,,,,
703,8001199033,ROH,TOP WOOD FRAME,50,***,440,,50,PC,P04,50,PC,P04,50,PC,P04,No,0,
703,8001212809,ROH,LIT PACK,,,,,,,,,,,,,,,,WUn
703,8001212811,ROH,LIT PACK,,,,,,,,,,,,,,,,
703,8001212813,ROH,LIT PACK,,,,,,,,,,,,,,,,
703,8001157228,HALB,Maintop w/o packaging _Ind_Flex_RingT,42,***,441,,10,PC,P04,2,PC,P04,5,PC,P04,No,0,
701,9001598505,HALB,MG23 SHP9PCM5N - E20824,100,100,1,,30,PC,P04,0,PC,,0,PC,,No,0,
701,9001582523,ROH,clamp 3rd rack rail back left V1,42,***,333,1,40,PC,P04,1,PC,C42,1,PC,C42,No,3,
701,9001590899,HALB,MG23 GV640A MU642 Integra Fascia Silver,100,100,1,,30,PC,P04,0,PC,,0,PC,,No,0,
703,8001210476,ROH,Cooling Fan,,,,,,,,,,,,,,,,
701,9001601047,HALB,MG23 SHS53C72N - E20833,100,100,1,,30,PC,P04,0,PC,,0,PC,,No,0,
701,9001589129,HALB,DC_CPM_3GEN_BASIS_L2_UC,68,***,B06,3,432,PC,P04,27,PC,C64,27,PC,C64,No,390,
701,9001590160,HALB,MG23 GV640A MA532 Evolution Fascia White,100,100,1,,30,PC,P04,0,PC,,0,PC,,No,0,
703,8001209940,ROH,Conv Element 2000W,68,52,B04,3,250,PC,P04,250,PC,P04,250,PC,P04,No,0,
701,9001582524,ROH,clamp 3rd rack rail back right V1,42,***,333,1,40,PC,P04,1,PC,C42,1,PC,C42,No,3,
701,9001584919,ROH,Rubber Apron GV650A.US EV/INT/FI/V2,42,***,222,1,768,PC,P04,48,PC,P04,24,PC,P04,No,0,
701,9001600947,HALB,MG23 SHV9PCM3N - E20796,100,100,1,,30,PC,P04,0,PC,,0,PC,,No,0,
701,8001192748,HALB,GV640A FI Install Kit/THD/V2,50,***,222,,600,PC,P14,0,PC,,0,PC,,No,0,
703,8001191670,ROH,CAP,,,,,,,,,,,,,,,,
701,9001592724,HALB,DC_SMM_BASIC_6xx_4xx_M2,50,***,222,,0,PC,,0,PC,,0,PC,,No,25,
701,9001629203,HALB,DC_IABO_A5_BO_FI_6xx_wh/wh,50,***,222,,576,PC,P14,0,PC,,0,PC,,No,0,
701,9001444972,ROH,Wire Harness 64_AUC ZEO,,,,,,,,,,,,,,,,
701,9001446429,ROH,vapor barrier (built u.)-single part,,,,,,,,,,,,,,,,
701,9001577108,ROH,Screw for plastic 3,,,,,,,,,,,,,,,,
701,9001556874,ROH,GV640B 2020 Manual/Install Set,50,***,222,,1,PC,P14,0,PC,R64,24,PC,,No,0,
701,9001584358,ROH,Fleece OD FI Vapor Barrier 640A,F01,***,1,,210,PC,P04,210,PC,P04,210,PC,P04,No,0,
701,9001556484,ROH,GV640A3 TH 2020 Manual Set Glass,50,***,222,,0,PC,,0,PC,,0,PC,,No,0,G
701,8001192651,HALB,GV640A FI Install Kit/BO/V2,50,***,222,,600,PC,P14,30,PC,P14,30,PC,P14,No,0,G
703,8001214681,ROH,LIT PACK,,,,,,,,,,,,,,,,
703,8001201022,ROH,Switch Cover for SABAF Switch harness,50,51,440,,16,PC,P04,500,PC,P04,1,PC,P04,No,4,
701,9001589438,ROH,SS-Sheet/WNR 1.4301/0.4x768x705 w/o Foil,F01,,1,,0,PC,,0,PC,,0,PC,,No,1,
701,9001589469,ROH,SS-Sheet 1.4301 0,,,,,,,,,,,,,,,,
701,9001591795,HALB,MG23 GV640A MU652 Integra Fascia Silver,100,100,1,,30,PC,P04,0,PC,,0,PC,,No,0,
701,9001590836,HALB,MG23 GV640A MU642 Int/PH Fascia Silver,100,100,1,,30,PC,P04,0,PC,,0,PC,,No,0,
703,8001211678,ROH,TCM,,,,,,,,,,,,,,,,
701,9001557040,ROH,GV640B 2020 Manual/Install Set EV,50,***,222,,1.2,PC,P14,0,PC,,0,PC,,No,0,
701,9001568306,HALB,GV650US FI Install Kit/BO,50,***,222,,0,PC,,0,PC,,0,PC,,No,0,
701,9001594328,HALB,Capa overlay 650 A5FIBO 39171-CT/UC-Home,50,SMK,2,,1.5,PC,P04,0,PC,C44,250,PC,,No,0,
703,8001213434,ROH,Insulation,,,,,,,,,,,,,,,,
701,9001589646,HALB,MG23 GV640A MU642 Int/PH Fascia Silver,100,100,1,,30,PC,P04,0,PC,,0,PC,,No,0,
701,9001612311,HALB,MG23 SHV53CM3N - E21082,100,100,1,,30,PC,P04,0,PC,,0,PC,,No,0,
703,8001210465,ROH,GRATE PACK ASSY,,,,,,,,,,,,,,,,
701,9001589472,ROH,SS-Sheet 1.4016 0,,,,,,,,,,,,,,,,
703,HMB50154UC,YSAP,Solo Built In Microwave,,,,,,,,,,,,,,,,
701,9001601061,HALB,MG23 SHS43CF5N - E20800,100,100,1,,30,PC,P04,0,PC,,0,PC,,No,0,G
701,9001385596,HALB,Guide rail left TR 44xAX/65xA.EU,100,***,1,1,880,PC,P04,70,PC,P04,600,PC,R64,No,103,
701,9001593358,HALB,MG23 MV532 VI Fascia Silver,100,100,1,,30,PC,P04,0,PC,,0,PC,,No,0,
701,9001598510,HALB,GV640A Manual Set MO,50,***,222,,300,PC,P14,0,PC,C64,60,PC,,No,0,
701,9001602802,ROH,Bosch US POU Home Connect,53,***,SP2,,2.16,PC,C42,2.16,PC,C42,2.16,PC,C42,No,0,
703,8001210923,ROH,LIT PACK,,,,,,,,,,,,,,,,
703,8001210938,ROH,LIT PACK,,,,,,,,,,,,,,,,
701,9001598511,HALB,GV640A Manual Set MU,50,***,222,,1.5,PC,P14,60,PC,C64,60,PC,C64,No,0,
701,9001598512,HALB,GV640A Manual Set MV Square,50,***,222,,1.5,PC,P14,48,PC,P04,60,PC,P04,No,0,
701,9001598513,HALB,GV640A Manual Set MV Round,50,***,222,,1.2,PC,P14,0,PC,C64,48,PC,,No,0,
701,9001598514,HALB,GV640A Manual Set MA,50,***,222,,1.5,PC,P14,60,PC,C64,60,PC,C64,No,0,
701,9001598515,HALB,GV640A Manual Set TW,50,***,222,,1.5,PC,P14,60,PC,C64,60,PC,C64,No,0,
701,9001591790,HALB,MG23 GV640A MU652 VI Fascia Silver,100,100,1,,30,PC,P04,0,PC,,0,PC,,No,0,
701,8001188816,HALB,GV640A UR,,,,,,,,,,,,,,,,
703,8001210940,ROH,LIT PACK,,,,,,,,,,,,,,,,
703,8001210941,ROH,LIT PACK,,,,,,,,,,,,,,,,
701,9001632418,HALB,MG23 SHE78CM5N - E21113,50,***,222,,0,PC,,0,PC,,0,PC,,No,0,
701,9001603952,HALB,Instruction Extended LR Wheel Kit,53,***,1,,1.04,PC,C42,0,PC,,0,PC,,No,0,
703,8001121511,ROH,BO Service Flyer,50,***,110,,1,PC,P04,100,PC,P04,100,PC,P04,No,0,WUn
701,9001594574,HALB,MG23 GV640A MV532 Integra Fascia Silver,100,100,1,,30,PC,P04,0,PC,,0,PC,,No,0,
701,9001591167,HALB,MG23 GV640A MU652 Integra Fascia Silver,100,100,1,,30,PC,P04,0,PC,,0,PC,,No,0,
701,9001619869,ROH,gliding roll upper rack 64x/44x/550,,,,,,,,,,,,,,,,
701,9001591271,HALB,MG23 GV640A MU652 Integra Fascia Silver,100,100,1,,30,PC,P04,0,PC,,0,PC,,No,0,
701,9001591272,HALB,MG23 GV640A MU652 Integra Fascia Silver,100,100,1,,30,PC,P04,0,PC,,0,PC,,No,0,
701,9001825702,ROH,GV650A Manual Set 500S,50,***,222,,0,PC,,0,PC,,0,PC,,No,0,
703,8001197669,ROH,Knob Gasket,,,,,,,,,,,,,,,,G
703,8001197676,ROH,Knob Gasket,,,,,,,,,,,,,,,,G
701,9001560954,ROH,wire harness set US  PM to CLS,50,***,222,,9.6,PC,P04,240,PC,C42,240,PC,C42,No,11,G
703,HMC80254UC,YSAP,Combi Built In Microwave,,,,,,,,,,,,,,,,
703,HMCP0254UC,YSAP,Combi Built In Microwave,,,,,,,,,,,,,,,,
701,9001576907,HALB,HANDLE TRAY 650 INT800 white w. status,100,100,1,,30,PC,P04,0,PC,,0,PC,,No,146,
701,9001385597,HALB,Guide rail right TR 44xAX/65xA.EU,68,***,B01,4,880,PC,P04,70,PC,P04,600,PC,R64,No,103,
701,9001555413,HALB,GV640B 2020 Manual/Install Set MV,50,***,222,,1,PC,P14,0,PC,,0,PC,,No,0,
703,8001183631,ROH,Receptacle Plug,,,,,,,,,,,,,,,,
701,9001614605,ROH,Dishwasher Installation Kit Label,53,***,SP2,,5,PC,C42,0,PC,,0,PC,,No,2,
701,9001598085,ROH,HC Label GG Recommend,,,,,,,,,,,,,,,,
701,9001602153,ROH,640A.US EPS Front Post - Fully Int.,F01,***,1,,640,PC,P14,0,PC,,0,PC,,No,0,
701,9001609075,HALB,MG23 SHP65CD5N - E21079,100,100,1,,30,PC,P04,0,PC,,0,PC,,No,0,
701,9001423987,ROH,connection cpl. 2K Zeolite III,42,***,441,1,1.92,PC,P04,48,PC,P04,48,PC,P04,No,0,
701,9001424000,HALB,outlet cover cpl. NiRo/PPS Zeolite III,42,***,111,1,864,PC,P04,48,PC,C43,48,PC,C43,No,101,
701,9001568750,HALB,Zeo tub cpl.64x w.heat.ZeoIII RedesignUS,68,***,B05,3,48,PC,P04,48,PC,P04,48,PC,P04,No,2,
701,9001597432,HALB,GV640A Manual Set MU w/s,50,***,222,,1.5,PC,P14,0,PC,C64,60,PC,,No,0,
703,8001216530,ROH,CONTROL MODULE,,,,,,,,,,,,,,,,
703,8001216531,ROH,CONTROL MODULE,,,,,,,,,,,,,,,,
703,8001216532,ROH,CONTROL MODULE,,,,,,,,,,,,,,,,
703,8001216707,ROH,CONTROL MODULE,,,,,,,,,,,,,,,,
701,9001564541,HALB,Front Base Fleece GV650US/SMM,50,***,221,,650,PC,P14,48,PC,P14,650,PC,R64,No,0,
701,9001609077,HALB,MG23 SHX53CM5N - E21081,100,100,1,,30,PC,P04,0,PC,,0,PC,,No,0,
701,9001594326,HALB,FG23.1 FI Fascia 650A.US A5N0,50,***,222,,377,PC,P04,0,PC,,0,PC,,No,0,
701,9001561182,ROH,cover sump 64x Perforated CLS,42,***,333,1,840,PC,P04,60,PC,P04,60,PC,P04,No,49,
701,9001564542,HALB,Front Base Fleece GV650US/PM/SMM,50,***,222,,1.44,PC,P14,60,PC,P14,1.44,PC,R64,No,0,
703,9001557809,HALB,CG_AdM_N62_TH_CoM,42,***,440,1,1.152,PC,P04,96,PC,P04,96,PC,P04,No,0,
703,8001216769,ROH,WIRING DIAGRAM LABEL 5G+ELECTRONIC,50,51,440,,15,PC,P04,1,PC,P04,1,PC,P04,No,5,
701,9001595649,ROH,wire harness set infodisplay front UC,53,SMK,SP2,,960,PC,C43,480,PC,C43,480,PC,C43,No,4,
701,9001597088,ROH,Wire Harness Set DBUS IABO V7xx UC,53,SMK,SP2,,960,PC,C42,0,PC,C42,480,PC,,No,3,
701,9001605478,HALB,GV640A Manual Set MV Round,50,***,222,,1.5,PC,P14,60,PC,C64,60,PC,C64,No,0,
701,9001444903,ROH,WIRE HARNESS 640A.UC TF,,,,,,,,,,,,,,,,
701,9001598084,ROH,HC CS Label/Dispenser Instruction Bosch,53,***,SP2,,10,PC,C42,0,PC,,0,PC,,No,0,
703,8001222374,ROH,"OSB BOARD 30""                           ",50,51,440,,960,PC,P04,32,PC,P04,32,PC,P04,No,431,
701,9001586481,ROH,Wire Harness Set 650A.US SMM to IABO,50,SMK,222,,9.12,PC,P04,480,PC,C42,480,PC,C42,No,6,
703,8001156276,ROH,ASMY,,,,,,,,,,,,,,,,
703,8001206937,ROH,LIT PACK,,,,,,,,,,,,,,,,
701,9001547748,ROH,Roller Retainer 3rd Rack 44x/65x,,,,,,,,,,,,,,,,
701,9001609603,HALB,DC_IABO_A5_BO_FI_6xx_wh/wh,50,***,222,,0,PC,,0,PC,,0,PC,,No,0,
701,9001265936,ROH,vapor barrier (integrated) - single part,50,***,222,,288,PC,P04,24,PC,P04,24,PC,P04,No,25,
703,8001193395,HALB,COM2_without_B2B,50,51,1,1,2.016,PC,P04,288,PC,P04,288,PC,P04,No,0,
703,8001214848,ROH,CONTROL MODULE,,,,,,,,,,,,,,,,
703,9000934419,HALB,Muffle support 4 p - right support,42,51,111,1,400,PC,P04,40,PC,P04,40,PC,P04,No,0,
703,9000934420,HALB,Muffle support 4 p - left support,42,***,111,1,400,PC,P04,40,PC,P04,40,PC,P04,No,278,
703,8001208524,ROH,"30"" ASTM A424 Tp1 654.05 x 901.28 x .762",40,***,444,,175,PC,P01,0,PC,,0,PC,,No,4,
703,8001208525,ROH,"36"" ASTM A424 Tp1 654.05 x1053.28 x .762",40,***,444,,150,PC,P01,0,PC,,0,PC,,No,4,
703,8001208643,ROH,A 653 Galva.DDS-A G30 CT Dry.752x648x881,40,***,444,,350,PC,P01,0,PC,,0,PC,,No,3,
703,8001208644,ROH,A 653 Galv.DDS-A G30CT Dry.752x648x1,,,,,,,,,,,,,,,,
701,9001587115,HALB,US Standard Cutlery Basket Assy,,,,,,,,,,,,,,,,
701,9001593028,ROH,GV650 Manual Set E5 300 Series,50,***,222,,1.5,PC,P14,0,PC,,0,PC,,No,0,
701,9001594576,HALB,MG23 GV640A MV542Int/Pocket Facia Silver,100,100,1,,30,PC,P04,0,PC,,0,PC,,No,0,
703,8001193108,ROH,STICKER,,,,,,,,,,,,,,,,
703,8001216838,ROH,DOOR,,,,,,,,,,,,,,,,
703,8001216839,ROH,DOOR,,,,,,,,,,,,,,,,WUn
701,9001596085,HALB,MG23 GV642A TW762 Fascia THD,100,100,1,,30,PC,P04,0,PC,,0,PC,,No,0,
703,8001204580,ROH,SABAF GAS TAP_7 20/15 ULTRA R,42,51,333,,1.92,PC,P04,48,PC,P04,48,PC,P04,No,164,
703,8001201219,ROH,PAN HEAD SCREW M3.5x10,100,***,1,,30,PC,P04,0,PC,,0,PC,,No,1,
701,9001602651,ROH,Supply Hose and Elbow Instructions,53,***,SP2,,1.05,PC,C32,0,PC,,0,PC,,No,9,
701,9001602151,ROH,640A.US EPS Rear Post,F01,***,1,,350,PC,P14,0,PC,,0,PC,,No,288,
701,9001602152,ROH,640A.US EPS Front Post,F01,***,1,,480,PC,P14,0,PC,,0,PC,,No,0,G
703,8001198782,ROH,Door,,,,,,,,,,,,,,,,
701,9001586199,ROH,Fleece OD BU Vapor Barrier 640A Double,F01,***,1,,325,PC,P04,325,PC,P04,325,PC,P04,No,0,
703,8001208522,ROH,"36"" SS T304 654.05 x 1053.28 x .701     ",40,***,446,1,275,PC,P02,275,PC,P02,275,PC,P02,No,3,
703,9000886878,ROH,FLAME SPREADER RAP.SABAF II HE,42,51,440,1,1.776,PC,P04,48,PC,P04,48,PC,P04,No,82,
703,8001167057,ROH,CT_UIM_NSM_120_GASVIS_SUKI-102,50,***,110,,150,PC,P04,150,PC,P04,150,PC,P04,No,145,
703,8001185793,HALB,Maintop Assembly,,,,,,,,,,,,,,,,
701,9001560692,ROH,POP Home Connect 650A,50,***,111,,12,PC,P14,0,PC,,0,PC,,No,0,
701,9001563409,HALB,Inlay 650 INT800P&BM PMMA with adhesive,50,***,222,,0,PC,,0,PC,,0,PC,,No,51,
703,8001212238,ROH,CONTROL MODULE,,,,,,,,,,,,,,,,
703,8001193107,ROH,STICKER,,,,,,,,,,,,,,,,
703,8001193109,ROH,STICKER,,,,,,,,,,,,,,,,
703,9001186775,ROH,Hexa pan head screw M5x12 T25 8.8 DP A,42,51,440,1,32,PC,P04,32,PC,P04,32,PC,P04,No,3,
703,8001196926,ROH,LAMP,,,,,,,,,,,,,,,,
701,9001574772,ROH,GV650A.US Wiring Diagram Basic Zeo CLS,50,***,222,,10.5,PC,C42,0,PC,C42,850,PC,,No,0,
703,8001217702,ROH,INSULATION,,,,,,,,,,,,,,,,
701,9001574773,ROH,GV650A.US Wiring Diagram Basic,53,***,SP2,,1.7,PC,C42,0,PC,C42,850,PC,,No,0,
701,9000393932,ROH,Handle closed cutlery Basket 640 RAL5500,42,***,333,1,1.28,PC,P04,1.28,PC,P04,1.28,PC,P04,No,35,
701,8001188724,HALB,LR 640A3,,,,,,,,,,,,,,,,
701,9001557027,HALB,GV640B 2020 Manual/Install Set FI,50,***,222,,600,PC,P14,0,PC,,0,PC,,No,0,
701,9001563410,HALB,Light guide 650 status ind. INTEGRA,50,SMK,222,,10,PC,P04,0,PC,C42,1,PC,,No,2,
701,9001575710,ROH,Wireharness 650A.US IH,,,,,,,,,,,,,,,,
703,8001185350,ROH,"Assembly pipe RL_500 30""                ",42,51,111,1,4.32,PC,P04,252,PC,P04,216,PC,P04,No,32,
703,8001185419,ROH,"Assembly pipe RL_800 30""                ",42,51,440,1,5.04,PC,P04,252,PC,P04,252,PC,P04,No,32,
703,8001185560,ROH,Assembly pipe WOKext_800,42,51,333,,2.4,PC,P04,120,PC,P04,120,PC,P04,No,32,
701,9001563411,HALB,Handle plate 650 INTEGRA high chrome,42,***,222,,12.96,PC,P04,0,PC,C42,120,PC,,No,19,
701,9001631115,ROH,clamp UR rail back left 44x/65x,,,,,,,,,,,,,,,,
701,9001631116,ROH,clamp UR rail back right 44x/65x,,,,,,,,,,,,,,,,
701,9001648362,HALB,Capa overlay 650 A5FIBO 39171-KT/UC-Home,50,SMK,2,,3,PC,P04,0,PC,C42,250,PC,,No,0,
703,8001222378,ROH,UPRIGHT,,,,,,,,,,,,,,,,
703,8001222379,ROH,UPRIGHT,,,,,,,,,,,,,,,,
703,8001229016,ROH,SUPPLY CORD USA WITH WAR. LAB. W/O WOUND,42,51,440,1,1.2,PC,P04,1.2,PC,P04,1.2,PC,P04,No,100,
703,8001226598,ROH,DIAGRAM,,,,,,,,,,,,,,,,
701,8001173844,ROH,Evo Fascia 640B ER612BO White,50,***,1,,144,PC,P04,0,PC,,0,PC,,No,0,
701,9001647756,HALB,MG23 SHP78CP5N - E21242,100,100,1,,30,PC,P04,0,PC,,0,PC,,No,0,
703,8001220452,ROH,SINGLE LIGHT GUIDE GG,50,***,1,,866,PC,P04,0,PC,,0,PC,,No,0,
701,9001647759,HALB,MG23 SHX78CM4N - E21238,100,100,1,,30,PC,P04,0,PC,,0,PC,,No,0,
701,9001658428,ROH,Stemware Support,50,***,222,,3.6,PC,P14,0,PC,,0,PC,,No,0,
703,8001224014,ROH,LABEL,,,,,,,,,,,,,,,,
701,9001622157,ROH,Energy Guide: GV650A.US 300,53,***,SP2,,2.4,PC,C42,0,PC,C42,1.2,PC,,No,0,
701,9001612140,HALB,facia panel 640 TWIBO Edelstahl-SuSiPl,42,***,333,1,140,PC,P04,0,PC,,0,PC,,No,73,
701,9001612143,HALB,Facia Panel 640 TWIBO Edelstahl,50,***,222,,140,PC,P04,140,PC,P04,140,PC,P04,No,73,
703,8001239284,ROH,Screw,,,,,,,,,,,,,,,,
701,9001595975,HALB,MG23 GV652A MW642 Fascia THD,100,100,1,,30,PC,P04,0,PC,,0,PC,,No,0,
701,8001188780,HALB,LR 640A3 Cmpl,,,,,,,,,,,,,,,,G
703,8001268880,HALB,"24"" BOTTOM SHEET 500 SERIES             ",42,50,333,1,96,PC,P04,0,PC,P04,48,PC,,No,0,
703,3451300055,ROH,FASTON TERMINAL 6.3X0.8 STA.ST- FOR WELD,50,***,440,,50,PC,P04,500,PC,P04,500,PC,P04,No,1,
701,9001640128,ROH,POP Smartload Rack 650A,***,***,1,,1,PC,P04,0,PC,,0,PC,,No,0,
703,8001222373,ROH,"OSB BOARD 28""                           ",50,51,440,,960,PC,P04,32,PC,P04,434,PC,P04,No,209,
701,9001396011,ROH,UR,,,,,,,,,,,,,,,,
703,8001222375,ROH,CROSSBRACE,,,,,,,,,,,,,,,,
703,8001222376,ROH,UPRIGHT,,,,,,,,,,,,,,,,
703,8001222377,ROH,UPRIGHT,,,,,,,,,,,,,,,,
701,9001622209,ROH,Energy Guide: GV650A 800P-BM Series,53,***,SP2,,2.4,PC,C42,0,PC,C42,1.2,PC,,No,0,
701,9001640683,HALB,MG23 SHP78CM5N - E21231,100,100,1,,30,PC,P04,0,PC,,0,PC,,No,0,WUn
703,8001224016,ROH,LABEL,,,,,,,,,,,,,,,,
701,9001622158,ROH,Energy Guide: GV650A 500-800 Series,53,***,SP2,,2.4,PC,C42,0,PC,C42,1.2,PC,,No,0,
703,9001612294,HALB,GV65xA US Toe Panel Bag,50,***,440,,90,PC,P04,0,PC,P04,3,PC,,No,8,
701,9001612294,HALB,GV65xA US Toe Panel Bag,50,***,111,,3,PC,P04,0,PC,,0,PC,,No,8,
